"TAG_ID","OBS_DATE","PRIMARY_SAMPLING_UNIT","DRAW","FIELD_REPLICATE","EPISODE","EASTING_DECIMAL_DEGREES","NORTHING_DECIMAL_DEGREES","WETLAND_BASIN","LSU","LSU_NAME","WATER_DEPTH_CM","SURFACE_WATER_PH","SURFACE_WATER_COND_US_PER_CM","SOIL_DEPTH_CM","SOIL_TYPE","PERI_TYPE","PERI_PLUS_SUBMERSED_PLANT_VOL_ML_PER_M2","PERI_VOL_ML_PER_M2","PERI_SAMPLE_VOL_ML","PERI_AERIAL_PCT_COVER","QUANTITATIVE","BENTHIC_PERI_PCT_OF_SAMPLE","BENTHIC_PERI_PCT_COVER","EPIPHYTIC_PERI_PCT_OF_SAMPLE","EPIPHYTIC_PERI_PCT_COVER","EPIPHYTIC_SP1","EPIPHYTIC_SP2","EPIPHYTIC_SP3","FLOATING_PERI_PCT_OF_SAMPLE","FLOATING_PERI_PCT_COVER","FLOATING_SP1","FLOATING_SP2","GREEN_ALGAE_PCT_OF_SAMPLE","GREEN_ALGAE_SUBSTRATE_SP1","FLOC_PCT_OF_SAMPLE","PERI_TP_UG_PER_G_DRY_MASS","PERI_DRY_G_PER_M2","PERI_AFDM_G_PER_M2","PERI_PROP_ORGANIC","CHLA_UG_PER_M2","DEPTH","DEPTH_AVE_30DAY","DEPTH_AVE_60DAY","DEPTH_AVE_90DAY","DEPTH_AVE_180DAY","DEPTH_AVE_365DAY","DSLDD","DRY_LEN","LASTDAYDRY","YEARLENGTH","HYDROPERIOD5CM","DEPTHLAG30","DEPTHLAG60","DEPTHLAG90","HYDROPERIOD_ANNUAL","HYDROPERIOD_MEAN"
20060217_CERP_040_A1_2_4,2006-02-17,040,A1,2,4,-80.83566008,25.98397944,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",36,7.33,-9999,20,3,1,3500,2700,500,40,Y,0,0,100,60,ELECEL,NONE,NONE,0,0,NONE,NONE,0,NONE,0,101.92,93.03,68.41,0.74,16727.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060217_CERP_040_A1_3_4,2006-02-17,040,A1,3,4,-80.83566008,25.98397944,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",25,7.33,-9999,20,3,1,2700,1200,500,40,Y,0,0,100,70,ELECEL,NONE,NONE,0,0,NONE,NONE,0,NONE,0,246.93,38.36,31.36,0.82,9847.41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060217_CERP_040_A2_1_4,2006-02-17,040,A2,1,4,-80.82916786,25.98270774,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",30,7.45,-9999,50,3,1,4400,4300,500,75,Y,0,0,100,70,ELECEL,NONE,NONE,0,0,NONE,NONE,0,NONE,0,146.02,143.29,93.6,0.65,28325.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060217_CERP_040_A2_2_4,2006-02-17,040,A2,2,4,-80.82916786,25.98270774,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",34,7.45,-9999,50,3,1,5500,1500,500,30,Y,0,0,100,50,ELECEL,BACCAR,NONE,0,0,NONE,NONE,0,NONE,0,114.94,66.73,42.59,0.64,12493.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060217_CERP_040_A2_3_4,2006-02-17,040,A2,3,4,-80.82916786,25.98270774,BCY,17,"Southwest WCA 3A Dwarf Cypress/Hammock",35,7.45,-9999,50,3,1,1700,1700,500,20,Y,0,0,100,30,ELECEL,NONE,NONE,0,0,NONE,NONE,0,NONE,0,139.23,66.44,42.94,0.65,11782.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060202_CERP_052_A1_1_4,2006-02-02,052,A1,1,4,-80.64912747,25.68078235,SRS,28,"Northeast Shark River Slough",40,7.45,-9999,100,3,1,3600,2700,500,20,Y,0,0,50,60,BACCAR,NONE,NONE,50,10,UTRPUR,NONE,0,NONE,0,137.8,74.5,38.19,0.51,17123.74,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060202_CERP_052_A1_2_4,2006-02-02,052,A1,2,4,-80.64912747,25.68078235,SRS,28,"Northeast Shark River Slough",45,7.45,-9999,100,3,1,1100,600,500,20,Y,40,40,1,5,BACCAR,CLAJAM,NONE,59,10,UTRPUR,NONE,0,NONE,0,202.02,17.56,11.71,0.67,3573.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060202_CERP_052_A1_3_4,2006-02-02,052,A1,3,4,-80.64912747,25.68078235,SRS,28,"Northeast Shark River Slough",41,7.45,-9999,100,3,1,400,200,200,10,Y,35,10,5,5,CLAJAM,NONE,NONE,60,5,UTRPUR,NONE,0,NONE,0,160.41,7.19,3.9,0.54,1592.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_052_A2_1_4,2006-02-03,052,A2,1,4,-80.64912747,25.68078235,SRS,28,"Northeast Shark River Slough",40,7.52,-9999,100,3,1,6500,1300,500,70,Y,0,0,30,80,CLAJAM,BACCAR,NONE,70,70,UTRPUR,NONE,0,NONE,0,105.73,91.84,31.09,0.34,10061.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_052_A2_2_4,2006-02-03,052,A2,2,4,-80.64912747,25.68078235,SRS,28,"Northeast Shark River Slough",40,7.52,-9999,100,3,1,3500,2200,500,70,Y,0,0,50,70,CLAJAM,NONE,NONE,50,50,UTRPUR,NONE,0,NONE,0,122.62,164.56,54.36,0.33,19023.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_052_A2_3_4,2006-02-03,052,A2,3,4,-80.64912747,25.68078235,SRS,28,"Northeast Shark River Slough",37,7.52,-9999,100,3,1,3400,1000,500,50,Y,0,0,20,30,CLAJAM,BACCAR,NONE,80,50,UTRPUR,NONE,0,NONE,0,86.64,74.53,22.8,0.31,6302.88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060209_CERP_056_D1_1_4,2006-02-09,056,D1,1,4,-80.74324931,25.88975359,W3A,16,"Central WCA 3A Ridge and Slough",79,7.39,-9999,100,3,3,1100,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,643.17,0,0,0.74,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060209_CERP_056_D1_2_4,2006-02-09,056,D1,2,4,-80.74324931,25.88975359,W3A,16,"Central WCA 3A Ridge and Slough",74,7.39,-9999,100,3,3,1100,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060209_CERP_056_D1_3_4,2006-02-09,056,D1,3,4,-80.74324931,25.88975359,W3A,16,"Central WCA 3A Ridge and Slough",77,7.39,-9999,100,3,3,1000,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,516.66,0,0,0.25,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060210_CERP_056_D2_1_4,2006-02-10,056,D2,1,4,-80.74245538,25.88758499,W3A,16,"Central WCA 3A Ridge and Slough",80,7.31,-9999,100,3,3,700,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,452.17,0,0,0.82,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060210_CERP_056_D2_2_4,2006-02-10,056,D2,2,4,-80.74245538,25.88758499,W3A,16,"Central WCA 3A Ridge and Slough",78,7.31,-9999,100,3,3,1400,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,494.73,0,0,0.71,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060210_CERP_056_D2_3_4,2006-02-10,056,D2,3,4,-80.74245538,25.88758499,W3A,16,"Central WCA 3A Ridge and Slough",80,7.31,-9999,100,3,3,1500,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,540.86,0,0,0.88,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060223_CERP_058_A1_1_4,2006-02-23,058,A1,1,4,-80.32636531,26.94363096,PAL,3,"Corbett/Pal Mar",21,6.96,-9999,21,3,0,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,364.54,0,0,0.75,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060223_CERP_058_A1_2_4,2006-02-23,058,A1,2,4,-80.32636531,26.94363096,PAL,3,"Corbett/Pal Mar",30,6.96,-9999,15,3,0,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,278.74,0,0,0.74,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060223_CERP_058_A1_3_4,2006-02-23,058,A1,3,4,-80.32636531,26.94363096,PAL,3,"Corbett/Pal Mar",20,6.96,-9999,24,3,0,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,100,299.01,0,0,0.77,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060223_CERP_058_A2_1_4,2006-02-23,058,A2,1,4,-80.32125222,26.93954373,PAL,3,"Corbett/Pal Mar",34,6.82,-9999,17,3,0,0,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,UTRPUR,100,373.23,0,0,0.69,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060223_CERP_058_A2_2_4,2006-02-23,058,A2,2,4,-80.32125222,26.93954373,PAL,3,"Corbett/Pal Mar",35,6.82,-9999,27,3,0,150,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,321.29,0,0,0.75,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060223_CERP_058_A2_3_4,2006-02-23,058,A2,3,4,-80.32125222,26.93954373,PAL,3,"Corbett/Pal Mar",34,6.82,-9999,14,3,0,50,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,294.71,0,0,0.72,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060206_CERP_063_A1_1_4,2006-02-06,063,A1,1,4,-80.85417899,25.71066019,SRS,333,"Lostman's Slough",16,7.63,-9999,10,2,2,1500,1500,500,80,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,123.62,63.2,26.94,0.43,12524.71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060206_CERP_063_A1_2_4,2006-02-06,063,A1,2,4,-80.85417899,25.71066019,SRS,333,"Lostman's Slough",-9999,7.63,-9999,-9999,-9999,-9999,2000,2000,500,60,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,148.47,65.77,28.77,0.44,14086.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060206_CERP_063_A1_3_4,2006-02-06,063,A1,3,4,-80.85417899,25.71066019,SRS,333,"Lostman's Slough",-9999,7.63,-9999,-9999,-9999,-9999,2100,2100,500,100,Y,100,100,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,110.19,105.31,45.34,0.43,13894.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060207_CERP_063_A2_1_4,2006-02-07,063,A2,1,4,-80.86006428,25.70705388,SRS,333,"Lostman's Slough",8,7.59,-9999,20,1.5,1,50,50,50,1,Y,100,1,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,109.14,1.34,0.47,0.35,194.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060207_CERP_063_A2_2_4,2006-02-07,063,A2,2,4,-80.86006428,25.70705388,SRS,333,"Lostman's Slough",5,7.59,-9999,21,1.5,1,100,100,100,5,Y,100,50,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,185.8,6.37,2.65,0.42,526.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060207_CERP_063_A2_3_4,2006-02-07,063,A2,3,4,-80.86006428,25.70705388,SRS,333,"Lostman's Slough",7,7.59,-9999,20,1.5,1,350,150,150,3,Y,100,3,0,0,NONE,NONE,NONE,0,0,NONE,NONE,0,NONE,0,95.48,6.84,2.62,0.38,889.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060215_CERP_080_A1_1_4,2006-02-15,080,A1,1,4,-80.58380611,25.80918922,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",40,7.25,-9999,100,3,1,5200,4000,500,40,Y,0,0,20,20,CLAJAM,NONE,NONE,80,35,UTRPUR,NONE,0,NONE,0,66.63,272.61,91.65,0.34,30729.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060215_CERP_080_A1_2_4,2006-02-15,080,A1,2,4,-80.58380611,25.80918922,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",40,7.25,-9999,100,3,1,20000,10000,500,100,Y,0,0,50,100,BACCAR,NONE,NONE,50,50,UTRPUR,NONE,0,NONE,0,67.34,756.06,216.18,0.29,6883.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060215_CERP_080_A1_3_4,2006-02-15,080,A1,3,4,-80.58380611,25.80918922,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",37,7.25,-9999,100,3,1,20400,10000,500,100,Y,0,0,30,20,BACCAR,NONE,NONE,70,100,UTRPUR,NONE,0,NONE,0,67.35,735.22,201.17,0.27,64441.91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060216_CERP_080_A2_1_4,2006-02-16,080,A2,1,4,-80.58449687,25.81135839,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",41,7.29,-9999,100,3,1,7200,3000,500,70,Y,0,0,90,90,BACCAR,CLAJAM,NONE,10,10,UTRPUR,NONE,0,NONE,0,88.76,210.33,72.84,0.35,15875.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060216_CERP_080_A2_2_4,2006-02-16,080,A2,2,4,-80.58449687,25.81135839,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",44,7.29,-9999,100,3,1,9000,4000,500,75,Y,0,0,80,100,BACCAR,CLAJAM,NONE,20,30,UTRPUR,NONE,0,NONE,0,83.36,196.87,80.18,0.41,27212.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060216_CERP_080_A2_3_4,2006-02-16,080,A2,3,4,-80.58449687,25.81135839,W3B,1920,"Northern WCA 3B Drained; Southern WCA 3B Pooled",40,7.29,-9999,100,3,1,3600,3400,500,65,Y,0,0,40,50,CLAJAM,NONE,NONE,60,50,UTRPUR,NONE,0,NONE,0,135.51,179.83,77.22,0.43,23742.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060220_CERP_098_C1_1_4,2006-02-20,098,C1,1,4,-80.39240459,26.26567889,W2A,11,"Southern WCA 2A Ridge and Slough",39,7.32,-9999,100,2,1,500,500,500,25,Y,0,0,100,80,ELEELO,NONE,NONE,0,0,NONE,NONE,0,NONE,0,188.51,23.16,9.38,0.4,3422.94,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060220_CERP_098_C1_2_4,2006-02-20,098,C1,2,4,-80.39240459,26.26567889,W2A,11,"Southern WCA 2A Ridge and Slough",36,7.32,-9999,100,2,1,2000,2000,500,10,Y,50,50,45,45,ELEELO,NONE,NONE,5,5,NONE,NONE,0,NONE,0,163.55,114.17,42.04,0.37,17266.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060220_CERP_098_C1_3_4,2006-02-20,098,C1,3,4,-80.39240459,26.26567889,W2A,11,"Southern WCA 2A Ridge and Slough",39,7.32,-9999,100,2,1,1500,1200,500,35,Y,20,20,60,100,ELEELO,NONE,NONE,20,10,UTRPUR,NONE,0,NONE,0,146.67,46.37,19.74,0.43,8929.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060221_CERP_098_C2_1_4,2006-02-21,098,C2,1,4,-80.38819622,26.26611249,W2A,11,"Southern WCA 2A Ridge and Slough",21,7.28,-9999,100,3,2,600,450,450,50,Y,80,50,20,75,CHASPP,NONE,NONE,0,0,NONE,NONE,0,NONE,0,206.64,18.71,9.66,0.52,3405.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060221_CERP_098_C2_2_4,2006-02-21,098,C2,2,4,-80.38819622,26.26611249,W2A,11,"Southern WCA 2A Ridge and Slough",22,7.28,-9999,100,3,2,730,600,500,30,Y,75,20,25,50,CHASPP,DDPLNT,NONE,0,0,NONE,NONE,0,NONE,0,147.33,21.04,10.59,0.5,4163.81,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060221_CERP_098_C2_3_4,2006-02-21,098,C2,3,4,-80.38819622,26.26611249,W2A,11,"Southern WCA 2A Ridge and Slough",29,7.28,-9999,100,3,2,560,540,500,30,Y,90,30,10,100,CHASPP,NONE,NONE,0,0,NONE,NONE,0,NONE,0,191.79,30.37,16.02,0.53,4242.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060222_CERP_102_A1_1_4,2006-02-22,102,A1,1,4,-80.33280471,26.51227622,WC1,7,"Central WCA 1 Ridge and Slough",35,7.25,-9999,100,3,3,300,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,538.77,0,0,0.83,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060222_CERP_102_A1_2_4,2006-02-22,102,A1,2,4,-80.33280471,26.51227622,WC1,7,"Central WCA 1 Ridge and Slough",35,7.25,-9999,100,3,3,1000,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,497.72,0,0,0.87,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060222_CERP_102_A1_3_4,2006-02-22,102,A1,3,4,-80.33280471,26.51227622,WC1,7,"Central WCA 1 Ridge and Slough",40,7.25,-9999,100,3,3,1400,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,528.27,0,0,0.88,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060222_CERP_102_A2_1_4,2006-02-22,102,A2,1,4,-80.33063563,26.50558471,WC1,7,"Central WCA 1 Ridge and Slough",35,7.23,-9999,100,3,3,100,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,NONE,0,452.36,0,0,0.88,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060222_CERP_102_A2_2_4,2006-02-22,102,A2,2,4,-80.33063563,26.50558471,WC1,7,"Central WCA 1 Ridge and Slough",45,7.23,-9999,100,3,3,2000,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,NONE,0,578.86,0,0,0.69,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060222_CERP_102_A2_3_4,2006-02-22,102,A2,3,4,-80.33063563,26.50558471,WC1,7,"Central WCA 1 Ridge and Slough",41,7.23,-9999,100,3,3,1600,0,0,0,N,0,0,0,0,NONE,NONE,NONE,0,0,NONE,NONE,100,UTRPUR,0,546.15,0,0,0.89,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060130_CERP_103_B1_1_4,2006-01-30,103,B1,1,4,-80.66445443,25.29368523,TSL,31,"Western Perrine Marl Prairie; Taylor Slough",15,7.26,-9999,-9999,2,2,2000,2000,500,100,Y,50,100,50,100,CLAJAM,NONE,NONE,0,0,NONE,NONE,0,NONE,0,77.44,247.05,61.16,0.25,8221.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060130_CERP_103_B1_2_4,2006-01-30,103,B1,2,4,-80.66445443,25.29368523,TSL,31,"Western Perrine Marl Prairie; Taylor Slough",16,7.26,-9999,-9999,2,2,13000,13000,500,100,Y,30,100,70,90,CLAJAM,NONE,NONE,0,0,NONE,NONE,0,NONE,0,55.71,454.66,262.8,0.58,60421.62,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060130_CERP_103_B1_3_4,2006-01-30,103,B1,3,4,-80.66445443,25.29368523,TSL,31,"Western Perrine Marl Prairie; Taylor Slough",16,7.26,-9999,-9999,2,2,2500,2500,500,100,Y,20,100,80,60,CLAJAM,NONE,NONE,0,0,NONE,NONE,0,NONE,0,78.36,353.8,88.2,0.25,10615.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060130_CERP_103_B2_1_4,2006-01-30,103,B2,1,4,-80.66445443,25.29368523,TSL,31,"Western Perrine Marl Prairie; Taylor Slough",24,7.41,-9999,-9999,2,2,6600,4600,500,100,Y,10,100,80,90,ELECEL,RHYTRA,BACCAR,10,50,DDPLNT,NONE,0,NONE,0,84.64,216.33,76.36,0.35,16892.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060130_CERP_103_B2_2_4,2006-01-30,103,B2,2,4,-80.66445443,25.29368523,TSL,31,"Western Perrine Marl Prairie; Taylor Slough",20,7.41,-9999,-9999,2,2,9000,9000,500,100,Y,20,100,80,90,ELECEL,RHYTRA,NONE,0,0,NONE,NONE,0,NONE,0,82.68,527.88,212.43,0.4,35004.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060130_CERP_103_B2_3_4,2006-01-30,103,B2,3,4,-80.66445443,25.29368523,TSL,31,"Western Perrine Marl Prairie; Taylor Slough",27,7.41,-9999,-9999,2,2,5000,4500,500,80,Y,30,100,50,80,ELECEL,RHYTRA,NONE,20,60,DDPLNT,NONE,0,NONE,0,38.48,245.36,83.77,0.34,19888.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_116_B1_1_4,2006-02-03,116,B1,1,4,-80.65743694,25.69877209,SRS,28,"Northeast Shark River Slough",47,7.56,-9999,100,3,1,5200,4500,500,90,Y,0,0,50,100,ELEELO,NONE,NONE,50,50,UTRPUR,NONE,0,NONE,0,102.29,292.77,105.63,0.36,29372.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_116_B1_2_4,2006-02-03,116,B1,2,4,-80.65743694,25.69877209,SRS,28,"Northeast Shark River Slough",45,7.56,-9999,100,3,1,3800,3200,500,80,Y,0,0,65,80,ELEELO,NONE,NONE,35,30,UTRPUR,NONE,0,NONE,0,346.43,60.54,43.78,0.72,20884.51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_116_B1_3_4,2006-02-03,116,B1,3,4,-80.65743694,25.69877209,SRS,28,"Northeast Shark River Slough",49,7.56,-9999,100,3,1,6000,5000,500,100,Y,0,0,30,50,ELEELO,NONE,NONE,70,90,UTRPUR,NONE,0,NONE,0,95.66,350.8,117.27,0.33,21799.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_116_B2_1_4,2006-02-03,116,B2,1,4,-80.65632452,25.70436815,SRS,28,"Northeast Shark River Slough",45,7.51,-9999,100,3,1,1800,600,500,10,Y,0,0,0,0,NONE,NONE,NONE,100,10,UTRPUR,NONE,0,NONE,0,175.49,26.59,12.35,0.46,4009.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
20060203_CERP_116_B2_2_4,2006-02-03,116,B2,2,4,-80.65632452,25.70436815,SRS,28,"Northeast Shark River Slough",47,7.51,-9999,100,3,1,1200,400,400,10,Y,0,0,0,0,NONE,NONE,NONE,100,10,UTRPUR,NONE,0,NONE,0,231.02,18.37,10.08,0.55,3663.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
